"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1014.3","1015.5","1016.8","2019-11-10 08:43","1010.7","2019-11-10 14:43","21.1","26.6","2019-11-10 13:27","17.5","2019-11-10 23:48","13.5","63","40","2019-11-10 13:29","2.2","60","8.8","50","2019-11-10 16:44","0.0","0.0","0.0","...","0.0","...","6.7","61.3","12.98","26.5","3.0","...","...","3.3"
"11","1014.6","1015.8","1016.1","2019-11-11 08:55","1012.9","2019-11-11 14:23","21.0","26.1","2019-11-11 12:58","15.6","2019-11-11 03:00","14.1","67","37","2019-11-11 13:05","2.7","60","11.7","40","2019-11-11 13:27","0.0","0.0","0.0","...","0.0","...","7.6","69.6","11.61","23.8","3.9","...","...","0.8"
"12","1015.7","1016.9","1017.4","2019-11-12 08:25","1014.0","2019-11-12 14:13","23.0","27.1","2019-11-12 12:32","18.4","2019-11-12 03:30","14.9","62","40","2019-11-12 12:12","2.6","60","8.8","70","2019-11-12 21:43","0.0","0.0","0.0","...","0.0","...","7.6","69.7","12.17","23.1","3.3","...","...","0.8"
"13","1017.4","1018.7","1020.6","2019-11-13 23:24","1015.1","2019-11-13 14:29","22.6","29.4","2019-11-13 13:19","17.0","2019-11-13 06:15","16.0","68","35","2019-11-13 12:45","2.1","60","10.0","60","2019-11-13 23:42","0.0","0.0","0.0","...","0.0","...","7.4","68.0","11.89","18.5","3.3","...","...","2.0"
"14","1019.6","1020.9","1021.8","2019-11-14 08:34","1017.9","2019-11-14 23:34","20.8","22.4","2019-11-14 00:26","19.4","2019-11-14 19:13","14.6","68","58","2019-11-14 11:09","3.4","60","12.4","80","2019-11-14 09:01","T","0.5","T","2019-11-14 18:50","T","2019-11-14 18:50","0.0","0.0","0.00","11.8","-2.3","...","...","9.3"
"15","1015.9","1017.2","1017.9","2019-11-15 00:01","1013.7","2019-11-15 13:56","21.6","25.2","2019-11-15 13:29","19.2","2019-11-15 02:29","14.1","63","42","2019-11-15 13:31","3.1","60","11.7","40","2019-11-15 11:43","0.0","0.0","0.0","...","0.0","...","6.7","61.8","11.48","22.9","3.2","...","...","1.6"
"16","1013.8","1015.0","1015.3","2019-11-16 07:56","1012.0","2019-11-16 14:45","23.0","28.3","2019-11-16 13:20","19.0","2019-11-16 23:59","15.9","66","39","2019-11-16 11:45","2.1","60","9.3","40","2019-11-16 12:17","0.0","0.0","0.0","...","0.0","...","7.4","68.3","11.24","29.4","3.5","...","...","1.3"
"17","1013.8","1015.0","1015.4","2019-11-17 07:47","1011.0","2019-11-17 14:20","22.7","30.2","2019-11-17 13:54","17.3","2019-11-17 06:43","17.0","73","35","2019-11-17 13:21","1.0","200","5.0","310","2019-11-17 14:28","0.0","0.0","0.0","...","0.0","...","7.2","66.6","11.83","14.1","2.1","...","...","2.4"
"18","1016.2","1017.4","1020.3","2019-11-18 21:43","1012.6","2019-11-18 03:16","21.2","26.2","2019-11-18 09:32","19.0","2019-11-18 23:49","18.6","85","67","2019-11-18 09:59","2.5","70","12.2","60","2019-11-18 10:34","1.3","3.8","0.3","2019-11-18 12:20","1.0","2019-11-18 12:01","0.1","0.9","1.59","10.6","-1.2","...","...","9.5"
"19","1020.1","1021.4","1021.8","2019-11-19 08:56","1018.3","2019-11-19 02:43","18.3","19.1","2019-11-19 19:33","17.2","2019-11-19 22:53","14.5","79","70","2019-11-19 14:17","3.4","70","11.0","60","2019-11-19 22:49","0.2","2.3","0.1","2019-11-19 22:23","0.2","2019-11-19 22:19","0.0","0.0","0.73","11.3","-1.3","...","...","10.0"
"20","1020.0","1021.3","1022.0","2019-11-20 09:10","1018.7","2019-11-20 13:40","19.0","20.4","2019-11-20 12:33","17.4","2019-11-20 00:01","14.9","77","64","2019-11-20 12:34","3.7","60","13.7","70","2019-11-20 13:18","T","0.9","T","2019-11-20 00:01","T","2019-11-20 00:01","0.0","0.0","3.79","14.8","-1.7","...","...","10.0"
"21","1016.8","1018.1","1019.3","2019-11-21 00:01","1015.2","2019-11-21 14:04","20.6","22.4","2019-11-21 13:41","19.2","2019-11-21 00:01","18.0","85","74","2019-11-21 10:56","2.2","60","10.5","50","2019-11-21 10:18","6.5","7.5","0.5","2019-11-21 20:49","2.0","2019-11-21 20:14","0.0","0.0","3.72","12.1","-0.6","...","...","9.6"
"22","1014.6","1015.9","1015.8","2019-11-22 09:44","1013.2","2019-11-22 14:36","21.7","24.8","2019-11-22 11:55","20.0","2019-11-22 01:20","20.6","94","74","2019-11-22 12:02","0.8","70","4.8","70","2019-11-22 17:28","4.0","8.5","1.0","2019-11-22 16:29","1.5","2019-11-22 16:08","0.3","2.8","4.36","13.8","-0.1","...","...","9.5"
"23","1014.9","1016.1","1016.8","2019-11-23 09:10","1013.2","2019-11-23 03:37","23.4","26.6","2019-11-23 13:12","21.3","2019-11-23 07:02","20.7","85","66","2019-11-23 11:10","1.0","20","4.7","300","2019-11-23 14:06","0.0","0.0","0.0","...","0.0","...","2.6","24.2","7.82","14.1","2.0","...","...","8.9"
"24","1017.0","1018.2","1019.4","2019-11-24 22:17","1014.6","2019-11-24 02:38","23.6","27.7","2019-11-24 11:43","21.1","2019-11-24 05:20","19.2","78","48","2019-11-24 13:57","2.0","70","11.0","70","2019-11-24 20:11","0.0","0.0","0.0","...","0.0","...","6.1","56.9","11.29","19.5","3.4","...","...","7.3"
"25","1021.3","1022.6","1023.6","2019-11-25 22:15","1018.7","2019-11-25 03:37","21.3","23.3","2019-11-25 09:04","19.3","2019-11-25 22:45","18.4","84","71","2019-11-25 12:47","3.1","70","11.9","70","2019-11-25 16:01","3.5","6.2","1.0","2019-11-25 14:10","2.5","2019-11-25 14:05","0.0","0.0","1.84","14.1","-0.6","...","...","9.6"
"26","1021.3","1022.6","1023.5","2019-11-26 08:29","1019.2","2019-11-26 15:05","20.4","22.1","2019-11-26 12:12","19.2","2019-11-26 01:27","16.1","76","65","2019-11-26 12:05","3.4","60","13.4","70","2019-11-26 18:46","0.0","0.0","0.0","...","0.0","...","0.3","2.8","5.17","16.9","1.8","...","...","9.0"
"27","1019.9","1021.2","1021.6","2019-11-27 08:35","1017.2","2019-11-27 13:39","20.7","23.8","2019-11-27 11:36","19.6","2019-11-27 23:23","16.9","79","60","2019-11-27 11:41","3.9","60","12.6","70","2019-11-27 13:59","0.0","0.0","0.0","...","0.0","...","2.7","25.3","8.20","23.5","-2.4","...","...","9.1"
"28","1023.1","1024.4","1025.0","2019-11-28 21:04","1021.1","2019-11-28 01:59","18.3","20.1","2019-11-28 02:21","15.9","2019-11-28 21:31","14.8","80","71","2019-11-28 15:42","2.4","70","9.1","80","2019-11-28 13:56","0.5","1.5","0.1","2019-11-28 06:33","0.3","2019-11-28 20:30","0.0","0.0","1.75","16.0","-0.9","...","...","9.9"
"29","1022.3","1023.6","1024.4","2019-11-29 08:24","1020.4","2019-11-29 23:49","19.0","22.4","2019-11-29 12:57","15.8","2019-11-29 02:30","13.6","72","47","2019-11-29 13:01","2.9","60","11.1","70","2019-11-29 12:42","0.6","1.9","0.2","2019-11-29 23:45","0.3","2019-11-29 23:20","2.9","27.2","7.69","22.5","-1.9","...","...","8.8"
"30","1017.8","1019.1","1020.4","2019-11-30 00:01","1015.4","2019-11-30 14:50","21.1","25.0","2019-11-30 13:51","18.1","2019-11-30 23:16","16.7","78","52","2019-11-30 14:00","2.2","60","8.7","60","2019-11-30 14:00","T","0.7","T","2019-11-30 00:01","T","2019-11-30 00:01","4.5","42.3","8.93","24.4","2.5","...","...","4.0"
